50/20000, perceptual loss = 0.0384, discriminator loss = 1.9674
2024-03-12 12:39:41,856 - 13/100, SSIM: 0.7457455704424301
2024-03-12 12:39:43,128 - 14/100, SSIM: 0.8260046751085796
2024-03-12 12:39:44,399 - 15/100, SSIM: 0.8399936563016616
2024-03-12 12:39:45,673 - 16/100, SSIM: 0.735236883941267
2024-03-12 12:39:47,179 - 17/100, SSIM: 0.7805051722681796
2024-03-12 12:39:48,780 - 18/100, SSIM: 0.7657897441209371
2024-03-12 12:39:50,127 - 19/100, SSIM: 0.6559418599175086
2024-03-12 12:39:51,488 - 20/100, SSIM: 0.56683473805245
2024-03-12 12:39:53,182 - 21/100, SSIM: 0.6424018240731186
2024-03-12 12:39:55,262 - 22/100, SSIM: 0.6813480895411171
2024-03-12 12:39:56,842 - 23/100, SSIM: 0.6525690205123612
2024-03-12 12:39:58,535 - 24/100, SSIM: 0.7779586566864091
2024-03-12 12:40:00,178 - 25/100, SSIM: 0.6504301956835176
2024-03-12 12:40:02,040 - 26/100, SSIM: 0.6134617764908522
2024-03-12 12:40:03,897 - 27/100, SSIM: 0.8212759209580339
2024-03-12 12:40:05,563 - 28/100, SSIM: 0.39670990789884014
2024-03-12 12:40:07,224 - 29/100, SSIM: 0.4357699130929027
2024-03-12 12:40:08,214 - 30/100, SSIM: 0.6000162737182123
2024-03-12 12:40:09,895 - 31/100, SSIM: 0.7198089649381867
2024-03-12 12:40:11,582 - 32/100, SSIM: 0.7471775107471891
2024-03-12 12:40:13,515 - 33/100, SSIM: 0.8256728574609457
2024-03-12 12:40:15,167 - 34/100, SSIM: 0.6499289178513404
2024-03-12 12:40:17,211 - 35/100, SSIM: 0.37623947582727335
2024-03-12 12:40:19,138 - 36/100, SSIM: 0.6438942584725944
2024-03-12 12:40:20,832 - 37/100, SSIM: 0.6362563256055592
2024-03-12 12:40:22,708 - 38/100, SSIM: 0.8667575727460606
2024-03-12 12:40:24,388 - 39/100, SSIM: 0.3828025974147198
2024-03-12 12:40:26,082 - 40/100, SSIM: 0.6480793596327988
2024-03-12 12:40:27,707 - 41/100, SSIM: 0.7319665324165535
2024-03-12 12:40:29,365 - 42/100, SSIM: 0.7563374184347023
2024-03-12 12:40:31,065 - 43/100, SSIM: 0.9478008774112685
2024-03-12 12:40:32,759 - 44/100, SSIM: 0.9618106699984398
2024-03-12 12:40:34,401 - 45/100, SSIM: 0.5470787352313776
2024-03-12 12:40:36,057 - 46/100, SSIM: 0.5779715479146056
2024-03-12 12:40:37,717 - 47/100, SSIM: 0.6462285998408678
2024-03-12 12:40:39,586 - 48/100, SSIM: 0.5708494124008939
2024-03-12 12:40:41,216 - 49/100, SSIM: 0.49761187044768596
2024-03-12 12:40:42,872 - 50/100, SSIM: 0.712377067567494
2024-03-12 12:40:44,509 - 51/100, SSIM: 0.6427417429161061
2024-03-12 12:40:45,874 - 52/100, SSIM: 0.4331228582203573
2024-03-12 12:40:47,535 - 53/100, SSIM: 0.8515490741053657
2024-03-12 12:40:48,800 - 54/100, SSIM: 0.5716839955161575
2024-03-12 12:40:51,308 - 55/100, SSIM: 0.6342007219747353
2024-03-12 12:40:52,928 - 56/100, SSIM: 0.5102831210810136
2024-03-12 12:40:54,692 - 57/100, SSIM: 0.7548231389263739
2024-03-12 12:40:56,347 - 58/100, SSIM: 0.5528332693609923
2024-03-12 12:40:58,002 - 59/100, SSIM: 0.49377912321383227
2024-03-12 12:40:59,801 - 60/100, SSIM: 0.37517353767292105
2024-03-12 12:41:01,462 - 61/100, SSIM: 0.5224282459609156
2024-03-12 12:41:03,111 - 62/100, SSIM: 0.7516885355532681
2024-03-12 12:41:04,890 - 63/100, SSIM: 0.8298170147066349
2024-03-12 12:41:06,541 - 64/100, SSIM: 0.6551171740092595
2024-03-12 12:41:08,431 - 65/100, SSIM: 0.65962732602224
2024-03-12 12:41:10,102 - 66/100, SSIM: 0.6625174035960932
2024-03-12 12:41:11,767 - 67/100, SSIM: 0.7044200526699509
2024-03-12 12:41:13,411 - 68/100, SSIM: 0.9088964111100722
2024-03-12 12:41:15,057 - 69/100, SSIM: 0.660195134810559
2024-03-12 12:41:16,965 - 70/100, SSIM: 0.676078495728942
2024-03-12 12:41:18,640 - 71/100, SSIM: 0.7945526651048631
2024-03-12 12:41:20,299 - 72/100, SSIM: 0.4720189849365939
2024-03-12 12:41:21,971 - 73/100, SSIM: 0.5754942343063992
2024-03-12 12:41:23,632 - 74/100, SSIM: 0.6757399929527445
2024-03-12 12:41:25,509 - 75/100, SSIM: 0.42767386494959303
2024-03-12 12:41:27,187 - 76/100, SSIM: 0.32251859224637364
2024-03-12 12:41:28,572 - 77/100, SSIM: 0.9184709572397858
2024-03-12 12:41:30,646 - 78/100, SSIM: 0.7726014023803943
2024-03-12 12:41:32,934 - 79/100, SSIM: 0.7576955565234286
2024-03-12 12:41:34,640 - 80/100, SSIM: 0.8025142643603153
2024-03-12 12:41:36,161 - 81/100, SSIM: 0.6778685525361046
2024-03-12 12:41:37,824 - 82/100, SSIM: 0.8910911448079807
2024-03-12 12:41:39,563 - 83/100, SSIM: 0.5431581905530486
2024-03-12 12:41:41,213 - 84/100, SSIM: 0.5356453662929423
2024-03-12 12:41:42,880 - 85/100, SSIM: 0.38493915928300165
2024-03-12 12:41:44,528 - 86/100, SSIM: 0.8506893358524925
2024-03-12 12:41:46,175 - 87/100, SSIM: 0.6195543397530922
2024-03-12 12:41:47,819 - 88/100, SSIM: 0.7520602131926091
2024-03-12 12:41:49,459 - 89/100, SSIM: 0.7140972167495517
2024-03-12 12:41:51,119 - 90/100, SSIM: 0.6357282824161615
2024-03-12 12:41:53,152 - 91/100, SSIM: 0.6382527572556352
2024-03-12 12:41:54,769 - 92/100, SSIM: 0.6977138065537307
2024-03-12 12:41:56,464 - 93/100, SSIM: 0.7375491481934744
2024-03-12 12:41:58,121 - 94/100, SSIM: 0.7927288394601625
2024-03-12 12:41:59,648 - 95/100, SSIM: 0.32374902000335765
2024-03-12 12:42:01,329 - 96/100, SSIM: 0.903211051477021
2024-03-12 12:42:03,067 - 97/100, SSIM: 0.3706115096455486
2024-03-12 12:42:04,728 - 98/100, SSIM: 0.8534327682347582
2024-03-12 12:42:06,377 - 99/100, SSIM: 0.776521825165939
2024-03-12 12:42:07,733 - 100/100, SSIM: 0.5703120563459162
2024-03-12 12:42:46,978 - SSIM in unknown_x2_valid_dataset: 0.6627863554904161
2024-03-12 21:53:02,567 - Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
2024-03-12 21:53:29,714 - Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
2024-03-12 21:54:08,984 - Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
2024-03-12 21:54:57,903 - Clipping input data to the valid range for imshow with RGB data ([0..1] for floats or [0..255] for integers).
2024-03-19 11:28:47,052 - Start pre-training
2024-03-19 11:31:00,507 - 1/10, PSNR: 29.828393936157227
2024-03-19 11:31:00,819 - 2/10, PSNR: 30.02033233642578
2024-03-19 11:31:04,065 - 3/10, PSNR: 31.091419219970703
2024-03-19 11:31:06,601 - 4/10, PSNR: 26.582210540771484
2024-03-19 11:31:06,953 - 5/10, PSNR: 28.943748474121094
2024-03-19 11:31:07,264 - 6/10, PSNR: 27.380895614624023
2024-03-19 11:31:09,662 - 7/10, PSNR: 20.53724479675293
2024-03-19 11:31:09,975 - 8/10, PSNR: 26.199905395507812
2024-03-19 11:31:10,288 - 9/10, PSNR: 32.029640197753906
2024-03-19 11:31:10,640 - 10/10, PSNR: 28.53472900390625
2024-03-19 11:31:10,647 - 1000/10000: loss = 404.250, PSNR = 28.114853 (142.80s)
2024-03-19 11:32:53,254 - 1/10, PSNR: 31.268260955810547
2024-03-19 11:32:53,566 - 2/10, PSNR: 31.686203002929688
2024-03-19 11:32:53,925 - 3/10, PSNR: 32.09483337402344
2024-03-19 11:32:54,197 - 4/10, PSNR: 27.91035270690918
2024-03-19 11:32:54,549 - 5/10, PSNR: 30.044513702392578
2024-03-19 11:32:54,860 - 6/10, PSNR: 29.018646240234375
2024-03-19 11:32:55,114 - 7/10, PSNR: 21.40329360961914
2024-03-19 11:32:55,426 - 8/10, PSNR: 27.377723693847656
2024-03-19 11:32:55,738 - 9/10, PSNR: 33.08401870727539
2024-03-19 11:32:56,089 - 10/10, PSNR: 29.743961334228516
2024-03-19 11:32:56,094 - 2000/10000: loss = 174.546, PSNR = 29.363180 (105.05s)
2024-03-19 11:34:38,283 - 1/10, PSNR: 32.55479049682617
2024-03-19 11:34:38,596 - 2/10, PSNR: 33.579933166503906
2024-03-19 11:34:38,949 - 3/10, PSNR: 33.6326789855957
2024-03-19 11:34:39,221 - 4/10, PSNR: 28.785768508911133
2024-03-19 11:34:39,572 - 5/10, PSNR: 31.007219314575195
2024-03-19 11:34:39,885 - 6/10, PSNR: 29.850547790527344
2024-03-19 11:34:40,141 - 7/10, PSNR: 21.704917907714844
2024-03-19 11:34:40,467 - 8/10, PSNR: 28.250579833984375
2024-03-19 11:34:40,779 - 9/10, PSNR: 34.6811637878418
2024-03-19 11:34:41,130 - 10/10, PSNR: 30.541282653808594
2024-03-19 11:34:41,135 - 3000/10000: loss = 133.625, PSNR = 30.458887 (104.72s)
2024-03-19 11:36:22,220 - 1/10, PSNR: 32.74196243286133
2024-03-19 11:36:22,533 - 2/10, PSNR: 34.219783782958984
2024-03-19 11:36:22,885 - 3/10, PSNR: 34.623985290527344
2024-03-19 11:36:23,156 - 4/10, PSNR: 29.04863929748535
2024-03-19 11:36:23,508 - 5/10, PSNR: 31.096277236938477
2024-03-19 11:36:23,821 - 6/10, PSNR: 29.876054763793945
2024-03-19 11:36:24,077 - 7/10, PSNR: 21.944177627563477
2024-03-19 11:36:24,389 - 8/10, PSNR: 27.128456115722656
2024-03-19 11:36:24,701 - 9/10, PSNR: 34.934486389160156
2024-03-19 11:36:25,054 - 10/10, PSNR: 30.93693733215332
2024-03-19 11:36:25,059 - 4000/10000: loss = 120.551, PSNR = 30.655075 (103.62s)
2024-03-19 11:38:05,373 - 1/10, PSNR: 32.37775802612305
2024-03-19 11:38:05,686 - 2/10, PSNR: 35.021236419677734
2024-03-19 11:38:06,038 - 3/10, PSNR: 34.682044982910156
2024-03-19 11:38:06,310 - 4/10, PSNR: 28.817428588867188
2024-03-19 11:38:06,662 - 5/10, PSNR: 30.61215591430664
2024-03-19 11:38:06,974 - 6/10, PSNR: 30.156845092773438
2024-03-19 11:38:07,230 - 7/10, PSNR: 22.116867065429688
2024-03-19 11:38:07,542 - 8/10, PSNR: 28.737823486328125
2024-03-19 11:38:07,854 - 9/10, PSNR: 34.81775665283203
2024-03-19 11:38:08,206 - 10/10, PSNR: 30.72418975830078
2024-03-19 11:38:08,211 - 5000/10000: loss = 109.351, PSNR = 30.806408 (102.83s)
2024-03-19 11:39:48,411 - 1/10, PSNR: 32.60268020629883
2024-03-19 11:39:48,724 - 2/10, PSNR: 33.44398880004883
2024-03-19 11:39:49,077 - 3/10, PSNR: 33.83073806762695
2024-03-19 11:39:49,349 - 4/10, PSNR: 29.121379852294922
2024-03-19 11:39:49,701 - 5/10, PSNR: 30.671669006347656
2024-03-19 11:39:50,014 - 6/10, PSNR: 30.44102668762207
2024-03-19 11:39:50,269 - 7/10, PSNR: 22.23535919189453
2024-03-19 11:39:50,582 - 8/10, PSNR: 28.582015991210938
2024-03-19 11:39:50,895 - 9/10, PSNR: 34.403255462646484
2024-03-19 11:39:51,247 - 10/10, PSNR: 30.488887786865234
2024-03-19 11:39:51,253 - 6000/10000: loss = 100.747, PSNR = 30.582098 (102.70s)
2024-03-19 11:41:31,887 - 1/10, PSNR: 32.607662200927734
2024-03-19 11:41:32,200 - 2/10, PSNR: 33.11190414428711
2024-03-19 11:41:32,552 - 3/10, PSNR: 35.120792388916016
2024-03-19 11:41:32,824 - 4/10, PSNR: 29.39662742614746
2024-03-19 11:41:33,177 - 5/10, PSNR: 31.048797607421875
2024-03-19 11:41:33,488 - 6/10, PSNR: 30.264934539794922
2024-03-19 11:41:33,744 - 7/10, PSNR: 22.243621826171875
2024-03-19 11:41:34,057 - 8/10, PSNR: 28.525094985961914
2024-03-19 11:41:34,369 - 9/10, PSNR: 34.952938079833984
2024-03-19 11:41:34,721 - 10/10, PSNR: 30.862646102905273
2024-03-19 11:41:34,727 - 7000/10000: loss = 99.447, PSNR = 30.813501 (103.14s)
2024-03-19 11:43:15,815 - 1/10, PSNR: 33.63276672363281
2024-03-19 11:43:16,128 - 2/10, PSNR: 35.28715515136719
2024-03-19 11:43:16,480 - 3/10, PSNR: 36.864051818847656
2024-03-19 11:43:16,752 - 4/10, PSNR: 30.130598068237305
2024-03-19 11:43:17,104 - 5/10, PSNR: 31.902502059936523
2024-03-19 11:43:17,416 - 6/10, PSNR: 31.083297729492188
2024-03-19 11:43:17,672 - 7/10, PSNR: 22.3608455657959
2024-03-19 11:43:17,985 - 8/10, PSNR: 28.948505401611328
2024-03-19 11:43:18,298 - 9/10, PSNR: 36.361968994140625
2024-03-19 11:43:18,651 - 10/10, PSNR: 31.02047348022461
2024-03-19 11:43:18,656 - 8000/10000: loss = 102.296, PSNR = 31.759216 (103.62s)
2024-03-19 11:44:59,618 - 1/10, PSNR: 32.44485092163086
2024-03-19 11:44:59,931 - 2/10, PSNR: 34.21297073364258
2024-03-19 11:45:00,282 - 3/10, PSNR: 36.081478118896484
2024-03-19 11:45:00,554 - 4/10, PSNR: 29.097129821777344
2024-03-19 11:45:00,906 - 5/10, PSNR: 30.800521850585938
2024-03-19 11:45:01,219 - 6/10, PSNR: 30.21685028076172
2024-03-19 11:45:01,475 - 7/10, PSNR: 22.398847579956055
2024-03-19 11:45:01,786 - 8/10, PSNR: 28.62255859375
2024-03-19 11:45:02,099 - 9/10, PSNR: 35.4610595703125
2024-03-19 11:45:02,451 - 10/10, PSNR: 31.198726654052734
2024-03-19 11:45:02,457 - 9000/10000: loss = 92.338, PSNR = 31.053501 (103.48s)
2024-03-19 11:46:43,311 - 1/10, PSNR: 33.72809982299805
2024-03-19 11:46:43,623 - 2/10, PSNR: 36.250797271728516
2024-03-19 11:46:43,975 - 3/10, PSNR: 37.82041549682617
2024-03-19 11:46:44,246 - 4/10, PSNR: 30.01377296447754
2024-03-19 11:46:44,598 - 5/10, PSNR: 31.656238555908203
2024-03-19 11:46:44,909 - 6/10, PSNR: 31.271133422851562
2024-03-19 11:46:45,165 - 7/10, PSNR: 22.53067970275879
2024-03-19 11:46:45,476 - 8/10, PSNR: 28.591415405273438
2024-03-19 11:46:45,787 - 9/10, PSNR: 36.93288803100586
2024-03-19 11:46:46,138 - 10/10, PSNR: 31.29365348815918
2024-03-19 11:46:46,144 - 10000/10000: loss = 90.334, PSNR = 32.008907 (103.15s)
2024-03-19 11:46:47,535 - Start training GAN
2024-03-19 11:47:26,405 - 50/20000, perceptual loss = 0.0408, discriminator loss = 1.8154
2024-03-19 11:47:34,866 - 100/20000, perceptual loss = 0.0335, discriminator loss = 1.3999
2024-03-19 11:47:43,308 - 150/20000, perceptual loss = 0.0343, discriminator loss = 1.3365
2024-03-19 11:47:51,780 - 200/20000, perceptual loss = 0.0349, discriminator loss = 1.2618
2024-03-19 11:48:00,286 - 250/20000, perceptual loss = 0.0336, discriminator loss = 0.9078
2024-03-19 11:48:08,771 - 300/20000, perceptual loss = 0.0357, discriminator loss = 0.9487
2024-03-19 11:48:17,225 - 350/20000, perceptual loss = 0.0373, discriminator loss = 0.3256
2024-03-19 11:48:25,697 - 400/20000, perceptual loss = 0.0413, discriminator loss = 0.4221
2024-03-19 11:48:34,149 - 450/20000, perceptual loss = 0.0386, discriminator loss = 0.3864
2024-03-19 11:48:42,616 - 500/20000, perceptual loss = 0.0383, discriminator loss = 0.4911
2024-03-19 11:48:51,062 - 550/20000, perceptual loss = 0.0406, discriminator loss = 0.7147
2024-03-19 11:48:59,532 - 600/20000, perceptual loss = 0.0388, discriminator loss = 0.3139
2024-03-19 11:49:07,984 - 650/20000, perceptual loss = 0.0361, discriminator loss = 0.4086
2024-03-19 11:49:16,443 - 700/20000, perceptual loss = 0.0401, discriminator loss = 0.2233
2024-03-19 11:49:24,891 - 750/20000, perceptual loss = 0.0426, discriminator loss = 0.6371
2024-03-19 11:49:33,352 - 800/20000, perceptual loss = 0.0394, discriminator loss = 0.4716
2024-03-19 11:49:41,796 - 850/20000, perceptual loss = 0.0402, discriminator loss = 0.3300
2024-03-19 11:49:50,277 - 900/20000, perceptual loss = 0.0405, discriminator loss = 0.4767
2024-03-19 11:49:58,731 - 950/20000, perceptual loss = 0.0397, discriminator loss = 0.3732
2024-03-19 11:50:07,197 - 1000/20000, perceptual loss = 0.0399, discriminator loss = 0.3360
2024-03-19 11:50:15,639 - 1050/20000, perceptual loss = 0.0368, discriminator loss = 0.6200
2024-03-19 11:50:24,100 - 1100/20000, perceptual loss = 0.0430, discriminator loss = 0.3479
2024-03-19 11:50:32,549 - 1150/20000, perceptual loss = 0.0403, discriminator loss = 0.6963
2024-03-19 11:50:41,013 - 1200/20000, perceptual loss = 0.0409, discriminator loss = 0.5020
2024-03-19 11:50:49,457 - 1250/20000, perceptual loss = 0.0403, discriminator loss = 0.4696
2024-03-19 11:50:57,920 - 1300/20000, perceptual loss = 0.0388, discriminator loss = 0.7782
2024-03-19 11:51:06,362 - 1350/20000, perceptual loss = 0.0413, discriminator loss = 0.5553
2024-03-19 11:51:14,825 - 1400/20000, perceptual loss = 0.0400, discriminator loss = 0.7189
2024-03-19 11:51:23,278 - 1450/20000, perceptual loss = 0.0388, discriminator loss = 0.3720
2024-03-19 11:51:31,747 - 1500/20000, perceptual loss = 0.0393, discriminator loss = 0.6503
2024-03-19 11:51:40,195 - 1550/20000, perceptual loss = 0.0366, discriminator loss = 0.7382
2024-03-19 11:51:48,662 - 1600/20000, perceptual loss = 0.0357, discriminator loss = 0.8102
2024-03-19 11:51:57,108 - 1650/20000, perceptual loss = 0.0374, discriminator loss = 0.8772
2024-03-19 11:52:05,572 - 1700/20000, perceptual loss = 0.0327, discriminator loss = 0.4490
2024-03-19 11:52:14,021 - 1750/20000, perceptual loss = 0.0376, discriminator loss = 0.7012
2024-03-19 11:52:22,486 - 1800/20000, perceptual loss = 0.0367, discriminator loss = 0.8714
2024-03-19 11:52:30,933 - 1850/20000, perceptual loss = 0.0374, discriminator loss = 0.8785
2024-03-19 11:52:39,403 - 1900/20000, perceptual loss = 0.0343, discriminator loss = 0.8400
2024-03-19 11:52:47,862 - 1950/20000, perceptual loss = 0.0359, discriminator loss = 0.7766
2024-03-19 11:52:56,328 - 2000/20000, perceptual loss = 0.0341, discriminator loss = 0.4790
2024-03-19 11:53:04,787 - 2050/20000, perceptual loss = 0.0369, discriminator loss = 0.5506
2024-03-19 11:53:13,257 - 2100/20000, perceptual loss = 0.0344, discriminator loss = 0.7841
2024-03-19 11:53:21,708 - 2150/20000, perceptual loss = 0.0328, discriminator loss = 0.7368
2024-03-19 11:53:30,171 - 2200/20000, perceptual loss = 0.0364, discriminator loss = 0.4466
2024-03-19 11:53:38,599 - 2250/20000, perceptual loss = 0.0338, discriminator loss = 0.8545
2024-03-19 11:53:47,075 - 2300/20000, perceptual loss = 0.0386, discriminator loss = 0.4790
2024-03-19 11:53:55,525 - 2350/20000, perceptual loss = 0.0384, discriminator loss = 0.5087
2024-03-19 11:54:04,006 - 2400/20000, perceptual loss = 0.0362, discriminator loss = 0.7116
2024-03-19 11:54:12,461 - 2450/20000, perceptual loss = 0.0372, discriminator loss = 0.6509
2024-03-19 11:54:20,933 - 2500/20000, perceptual loss = 0.0349, discriminator loss = 0.6143
2024-03-19 11:54:29,388 - 2550/20000, perceptual loss = 0.0368, discriminator loss = 0.4882
2024-03-19 11:54:37,869 - 2600/20000, perceptual loss = 0.0356, discriminator loss = 0.8080
2024-03-19 11:54:46,321 - 2650/20000, perceptual loss = 0.0341, discriminator loss = 0.6537
2024-03-19 11:54:54,790 - 2700/20000, perceptual loss = 0.0370, discriminator loss = 0.7440
2024-03-19 11:55:03,237 - 2750/20000, perceptual loss = 0.0327, discriminator loss = 0.6037
2024-03-19 11:55:11,703 - 2800/20000, perceptual loss = 0.0362, discriminator loss = 0.5110
2024-03-19 11:55:20,144 - 2850/20000, perceptual loss = 0.0363, discriminator loss = 0.4337
2024-03-19 11:55:28,607 - 2900/20000, perceptual loss = 0.0325, discriminator loss = 0.7764
2024-03-19 11:55:37,049 - 2950/20000, perceptual loss = 0.0337, discriminator loss = 0.6885
2024-03-19 11:55:45,513 - 3000/20000, perceptual loss = 0.0329, discriminator loss = 0.5190
2024-03-19 11:55:53,955 - 3050/20000, perceptual loss = 0.0349, discriminator loss = 0.6058
2024-03-19 11:56:02,402 - 3100/20000, perceptual loss = 0.0333, discriminator loss = 0.7324
2024-03-19 11:56:10,849 - 3150/20000, perceptual loss = 0.0355, discriminator loss = 0.5358
2024-03-19 11:56:19,312 - 3200/20000, perceptual loss = 0.0329, discriminator loss = 1.0122
2024-03-19 11:56:27,759 - 3250/20000, perceptual loss = 0.0329, discriminator loss = 0.6371
2024-03-19 11:56:36,224 - 3300/20000, perceptual loss = 0.0325, discriminator loss = 0.5953
2024-03-19 11:56:44,671 - 3350/20000, perceptual loss = 0.0349, discriminator loss = 0.5633
2024-03-19 11:56:53,143 - 3400/20000, perceptual loss = 0.0334, discriminator loss = 0.5790
2024-03-19 11:57:01,610 - 3450/20000, perceptual loss = 0.0332, discriminator loss = 0.6646
2024-03-19 11:57:10,076 - 3500/20000, perceptual loss = 0.0332, discriminator loss = 0.6343
2024-03-19 11:57:18,535 - 3550/20000, perceptual loss = 0.0331, discriminator loss = 0.7229
2024-03-19 11:57:27,008 - 3600/20000, perceptual loss = 0.0325, discriminator loss = 0.9118
2024-03-19 11:57:35,463 - 3650/20000, perceptual loss = 0.0315, discriminator loss = 0.4886
2024-03-19 11:57:43,928 - 3700/20000, perceptual loss = 0.0354, discriminator loss = 0.4480
2024-03-19 11:57:52,381 - 3750/20000, perceptual loss = 0.0339, discriminator loss = 0.5002
2024-03-19 11:58:00,847 - 3800/20000, perceptual loss = 0.0336, discriminator loss = 0.5880
2024-03-19 11:58:09,289 - 3850/20000, perceptual loss = 0.0343, discriminator loss = 0.4456
2024-03-19 11:58:17,745 - 3900/20000, perceptual loss = 0.0338, discriminator loss = 0.7926
2024-03-19 11:58:26,189 - 3950/20000, perceptual loss = 0.0324, discriminator loss = 0.6920
2024-03-19 11:58:34,655 - 4000/20000, perceptual loss = 0.0340, discriminator loss = 0.7732
2024-03-19 11:58:43,107 - 4050/20000, perceptual loss = 0.0316, discriminator loss = 0.8817
2024-03-19 11:58:51,568 - 4100/20000, perceptual loss = 0.0311, discriminator loss = 0.5484
2024-03-19 11:59:00,016 - 4150/20000, perceptual loss = 0.0316, discriminator loss = 0.7620
2024-03-19 11:59:08,479 - 4200/20000, perceptual loss = 0.0337, discriminator loss = 0.7102
2024-03-19 11:59:16,926 - 4250/20000, perceptual loss = 0.0330, discriminator loss = 0.6272
2024-03-19 11:59:25,373 - 4300/20000, perceptual loss = 0.0336, discriminator loss = 0.7983
2024-03-19 11:59:33,815 - 4350/20000, perceptual loss = 0.0335, discriminator loss = 0.5690
2024-03-19 11:59:42,275 - 4400/20000, perceptual loss = 0.0308, discriminator loss = 0.9176
2024-03-19 11:59:50,718 - 4450/20000, perceptual loss = 0.0322, discriminator loss = 0.6291
2024-03-19 11:59:59,185 - 4500/20000, perceptual loss = 0.0314, discriminator loss = 0.5525
2024-03-19 12:00:07,634 - 4550/20000, perceptual loss = 0.0347, discriminator loss = 0.7048
2024-03-19 12:00:16,097 - 4600/20000, perceptual loss = 0.0321, discriminator loss = 0.6278
2024-03-19 12:00:24,542 - 4650/20000, perceptual loss = 0.0319, discriminator loss = 0.6627
2024-03-19 12:00:33,019 - 4700/20000, perceptual loss = 0.0325, discriminator loss = 0.6901
2024-03-19 12:00:41,468 - 4750/20000, perceptual loss = 0.0303, discriminator loss = 0.7224
2024-03-19 12:00:49,934 - 4800/20000, perceptual loss = 0.0318, discriminator loss = 0.8618
2024-03-19 12:00:58,381 - 4850/20000, perceptual loss = 0.0317, discriminator loss = 0.5545
2024-03-19 12:01:06,840 - 4900/20000, perceptual loss = 0.0310, discriminator loss = 0.6127
2024-03-19 12:01:15,279 - 4950/20000, perceptual loss = 0.0313, discriminator loss = 0.6961
2024-03-19 12:01:23,734 - 5000/20000, perceptual loss = 0.0312, discriminator loss = 0.8111
2024-03-19 12:01:32,174 - 5050/20000, perceptual loss = 0.0311, discriminator loss = 0.6572
2024-03-19 12:01:40,636 - 5100/20000, perceptual loss = 0.0321, discriminator loss = 0.6022
2024-03-19 12:01:49,081 - 5150/20000, perceptual loss = 0.0307, discriminator loss = 0.8512
2024-03-19 12:01:57,542 - 5200/20000, perceptual loss = 0.0311, discriminator loss = 0.7773
2024-03-19 12:02:05,989 - 5250/20000, perceptual loss = 0.0299, discriminator loss = 0.6556
2024-03-19 12:02:14,452 - 5300/20000, perceptual loss = 0.0309, discriminator loss = 0.4285
2024-03-19 12:02:22,900 - 5350/20000, perceptual loss = 0.0304, discriminator loss = 0.8632
2024-03-19 12:02:31,367 - 5400/20000, perceptual loss = 0.0305, discriminator loss = 0.8550
2024-03-19 12:02:39,811 - 5450/20000, perceptual loss = 0.0291, discriminator loss = 0.5692
2024-03-19 12:02:48,270 - 5500/20000, perceptual loss = 0.0310, discriminator loss = 0.4664
2024-03-19 12:02:56,711 - 5550/20000, perceptual loss = 0.0313, discriminator loss = 0.7554
2024-03-19 12:03:05,173 - 5600/20000, perceptual loss = 0.0304, discriminator loss = 0.8690
2024-03-19 12:03:13,614 - 5650/20000, perceptual loss = 0.0297, discriminator loss = 0.6430
2024-03-19 12:03:22,072 - 5700/20000, perceptual loss = 0.0302, discriminator loss = 0.8491
2024-03-19 12:03:30,512 - 5750/20000, perceptual loss = 0.0307, discriminator loss = 0.8314
2024-03-19 12:03:38,975 - 5800/20000, perceptual loss = 0.0294, discriminator loss = 0.7171
2024-03-19 12:03:47,416 - 5850/20000, perceptual loss = 0.0288, discriminator loss = 0.5639
2024-03-19 12:03:55,876 - 5900/20000, perceptual loss = 0.0288, discriminator loss = 0.6218
2024-03-19 12:04:04,318 - 5950/20000, perceptual loss = 0.0302, discriminator loss = 0.8576
2024-03-19 12:04:12,774 - 6000/20000, perceptual loss = 0.0324, discriminator loss = 0.8131
2024-03-19 12:04:21,223 - 6050/20000, perceptual loss = 0.0292, discriminator loss = 0.7464
2024-03-19 12:04:29,688 - 6100/20000, perceptual loss = 0.0291, discriminator loss = 0.5212
2024-03-19 12:04:38,136 - 6150/20000, perceptual loss = 0.0313, discriminator loss = 0.6013
2024-03-19 12:04:46,597 - 6200/20000, perceptual loss = 0.0304, discriminator loss = 0.8317
2024-03-19 12:04:55,040 - 6250/20000, perceptual loss = 0.0307, discriminator loss = 0.7706
2024-03-19 12:05:03,502 - 6300/20000, perceptual loss = 0.0293, discriminator loss = 0.5433
2024-03-19 12:05:11,945 - 6350/20000, perceptual loss = 0.0295, discriminator loss = 0.8557
2024-03-19 12:05:20,414 - 6400/20000, perceptual loss = 0.0284, discriminator loss = 0.7174
2024-03-19 12:05:28,857 - 6450/20000, perceptual loss = 0.0294, discriminator loss = 0.6124
2024-03-19 12:05:37,315 - 6500/20000, perceptual loss = 0.0290, discriminator loss = 0.7124
2024-03-19 12:05:45,757 - 6550/20000, perceptual loss = 0.0285, discriminator loss = 0.6742
2024-03-19 12:05:54,197 - 6600/20000, perceptual loss = 0.0280, discriminator loss = 0.7944
2024-03-19 12:06:02,641 - 6650/20000, perceptual loss = 0.0301, discriminator loss = 0.6740
